"gender" "weight" "height" "duration" "calories" "fat" "water" "level" "bmi"
"369" "Female" 68.6 1.64 1.33 1024 32.4 1.5 "2" 25.51
"370" "Male" 123.3 1.88 1.3 1036 23 2.6 "2" 34.89
"371" "Male" 107 1.94 1.35 891 23.5 2.9 "1" 28.43
"372" "Male" 68.3 1.92 1.42 1289 29.9 3.5 "1" 18.53
"373" "Female" 47.8 1.6 1.19 830 26 2.3 "2" 18.67
"374" "Female" 58.4 1.79 1.6 943 17 2.7 "3" 18.23
"375" "Female" 74.3 1.71 1.43 1123 25.6 1.6 "2" 25.41
"376" "Male" 106.8 1.82 1 715 28.2 2.3 "2" 32.24
"377" "Male" 125.5 1.8 1.26 817 20.9 2.7 "2" 38.73
"378" "Female" 55.2 1.55 1.37 1103 31.7 1.7 "2" 22.98
"379" "Female" 71.4 1.72 1.25 1056 25.6 1.5 "1" 24.13
"380" "Male" 77.7 1.61 1.03 806 26.7 3.4 "2" 29.98
"381" "Male" 88.4 1.6 1.86 1160 14.2 3.5 "3" 34.53
"382" "Male" 104.8 1.99 0.93 598 24 2 "1" 26.46
"383" "Male" 82.2 1.69 1.15 882 25.2 3.4 "2" 28.78
"384" "Female" 68.2 1.75 0.85 638 29 1.7 "1" 22.27
"385" "Male" 91.4 1.99 1.37 1145 23 3.7 "2" 23.08
"386" "Female" 42.1 1.65 1.22 725 33 2.2 "1" 15.46
"387" "Female" 68.7 1.76 1.37 845 27.7 2.4 "2" 22.18
"388" "Female" 47.2 1.74 1.5 1200 32.2 1.6 "2" 15.59
"389" "Male" 92 1.76 0.73 574 22.1 3.5 "1" 29.7
"390" "Male" 56.2 1.95 1.09 767 22.5 3.4 "2" 14.78
"391" "Male" 58.4 1.72 1.31 973 23.4 3.1 "2" 19.74
"392" "Male" 82.9 1.95 1.9 1505 12.9 3.5 "3" 21.8
"393" "Female" 66.9 1.74 1.24 720 29.5 2.1 "1" 22.1
"394" "Male" 66.3 1.85 1.18 707 27.5 3.2 "1" 19.37
"395" "Male" 93.6 1.93 1.38 1192 22.1 2 "1" 25.13
"396" "Female" 64.1 1.5 1.93 1293 15.1 2.7 "3" 28.49
"397" "Male" 86.7 1.62 1.52 1020 13.9 3.5 "3" 33.04
"398" "Female" 62 1.59 1.23 996 33.2 2.2 "2" 24.52
"399" "Female" 58.1 1.61 1.9 1425 15.3 2.7 "3" 22.41
"400" "Female" 64.9 1.6 1.49 838 31.1 2.5 "2" 25.35
"401" "Female" 69.3 1.62 1.14 626 28.8 1.9 "2" 26.41
"402" "Female" 42.7 1.74 1.04 608 32.9 1.6 "1" 14.1
"403" "Female" 51.4 1.63 1.2 724 33.7 2 "2" 19.35
"404" "Female" 67.4 1.6 0.6 492 33.5 2.4 "1" 26.33
"405" "Female" 55.6 1.61 1.77 1301 18.9 2.7 "3" 21.45
"406" "Male" 125.3 1.86 1 639 22.7 2.2 "2" 36.22
"407" "Male" 102.1 1.85 1.48 1278 28.1 2.4 "2" 29.83
"408" "Male" 61.9 1.77 1.32 1205 25.3 2.3 "1" 19.76
"409" "Male" 108.8 1.64 1.4 1171 20.5 3.4 "1" 40.45
"410" "Female" 51.1 1.58 0.5 422 29.6 1.6 "1" 20.47
"411" "Male" 81.7 1.99 1.45 1005 29.4 3.2 "1" 20.63
"412" "Female" 42.7 1.66 0.73 440 33.9 1.9 "1" 15.5
"413" "Male" 81.8 1.99 1.59 1198 10.5 3.5 "3" 20.66
"414" "Male" 54.6 1.76 1.28 868 27.4 3.3 "2" 17.63
"415" "Male" 107.7 1.88 0.72 634 28.1 3.6 "1" 30.47
"416" "Female" 56.9 1.6 0.88 566 27.7 1.6 "1" 22.23
"417" "Male" 78.8 1.71 1.49 992 24.7 2.5 "2" 26.95
"418" "Female" 48.2 1.64 1.25 894 32.1 2.5 "2" 17.92
"419" "Female" 50.7 1.59 1.27 883 29.4 1.8 "2" 20.05
"420" "Male" 86.6 1.99 1.98 1500 10.6 3.5 "3" 21.87
"421" "Male" 96.3 1.63 1.35 1203 27.1 2.4 "2" 36.25
"422" "Male" 80.8 1.98 1.65 1316 14.6 3.5 "3" 20.61
"423" "Female" 58 1.53 1.84 1159 18.3 2.7 "3" 24.78
"424" "Male" 95.9 1.85 1.28 995 27.7 3.4 "1" 28.02
"425" "Female" 61.5 1.58 1.86 1247 16.8 2.7 "3" 24.64
"426" "Female" 40.6 1.79 0.62 499 26.8 2.7 "1" 12.67
"427" "Male" 82.5 1.87 1.51 927 13.2 3.5 "3" 23.59
"428" "Male" 105.1 1.84 0.69 444 23.3 2.9 "1" 31.04
"429" "Female" 58.1 1.58 1.93 1042 19.3 2.7 "3" 23.27
"430" "Female" 61 1.76 1.54 1060 15.6 2.7 "3" 19.69
"431" "Female" 64.5 1.53 1.74 940 17.2 2.7 "3" 27.55
"432" "Male" 58.2 1.98 1.43 1085 24 2.5 "2" 14.85
"433" "Female" 69.5 1.76 0.94 569 34.4 2 "1" 22.44
"434" "Male" 62.2 1.84 0.51 393 21.5 2.3 "1" 18.37
"435" "Female" 68 1.7 1.06 663 25.1 2.4 "2" 23.53
"436" "Female" 56.3 1.5 1.43 914 27.4 2.4 "1" 25.02
"437" "Male" 94.5 1.7 1.01 700 28.2 3.5 "2" 32.7
"438" "Female" 58 1.79 1.39 994 27.1 1.5 "1" 18.1
"439" "Male" 84 1.94 1.8 1218 11.2 3.5 "3" 22.32
"440" "Male" 61 1.87 1.14 739 21.3 3 "2" 17.44
"441" "Female" 64.8 1.53 1.98 1396 18.6 2.7 "3" 27.68
"442" "Male" 45.7 1.77 1.04 795 20.7 2.4 "1" 14.59
"443" "Male" 80.9 1.9 1.8 1356 11.7 3.5 "3" 22.41
"444" "Female" 64.1 1.63 1.58 948 16.4 2.7 "3" 24.13
"445" "Male" 67 1.77 1.22 900 25.6 2.6 "2" 21.39
"446" "Male" 106.5 1.6 1.4 1170 27.3 3.3 "2" 41.6
"447" "Male" 95.1 1.85 1.21 952 25.3 2.3 "2" 27.79
"448" "Female" 65.5 1.57 0.66 395 34.3 2.3 "1" 26.57
"449" "Male" 105.7 1.64 1.2 921 29.5 3.1 "2" 39.3
"450" "Female" 48 1.76 0.88 491 28.6 2.6 "1" 15.5
"451" "Female" 69.5 1.5 0.69 448 32.8 2.4 "1" 30.89
"452" "Male" 66.1 1.69 0.77 545 27.4 3.4 "1" 23.14
"453" "Male" 68 1.7 0.76 627 28.9 2.9 "1" 23.53
"454" "Male" 50.3 1.78 0.85 555 24.5 2.3 "1" 15.88
"455" "Female" 69.3 1.68 1.2 729 30.3 2 "1" 24.55
"456" "Male" 86.7 1.63 1.7 1203 12.1 3.5 "3" 32.63
"457" "Male" 125.9 1.94 1.35 882 28.5 2.9 "2" 33.45
"458" "Male" 88.1 1.93 1.88 1479 11.1 3.5 "3" 23.65
"459" "Male" 124.3 1.82 1.25 997 22.4 3.2 "2" 37.53
"460" "Male" 62 1.85 0.88 586 23.7 3 "1" 18.12
"461" "Female" 69.7 1.72 1.24 753 27.3 2 "2" 23.56
"462" "Female" 60.9 1.52 1.31 926 30.6 1.8 "2" 26.36
"463" "Male" 76.5 1.97 1.13 1025 21.3 2.3 "1" 19.71
"464" "Male" 94.7 1.82 1.47 873 23.2 3.2 "2" 28.59
"465" "Male" 67.9 1.75 1.25 1155 29.1 3.1 "1" 22.17
"466" "Male" 121.1 1.87 1.31 937 24.1 3.2 "2" 34.63
"467" "Female" 71.5 1.64 1.46 1012 32.5 1.9 "2" 26.58
"468" "Male" 98.6 1.7 0.83 740 21.1 2.4 "1" 34.12
"469" "Female" 68.2 1.63 1.17 779 27.5 2.4 "1" 25.67
"470" "Female" 57.7 1.69 1.18 920 33.1 2.4 "2" 20.2
"471" "Male" 124.6 1.63 1.41 1055 27.6 2.8 "2" 46.9
"472" "Female" 73 1.59 1.31 931 28.9 2.2 "1" 28.88
"473" "Female" 59.4 1.51 1.62 1304 19.8 2.7 "3" 26.05
"474" "Female" 52 1.65 0.7 463 34.1 1.9 "1" 19.1
"475" "Female" 42.2 1.65 1.33 886 34.6 2.3 "2" 15.5
"476" "Male" 89.3 1.64 1.82 1622 12.1 3.5 "3" 33.2
"477" "Male" 110 1.76 1.09 658 22 3.4 "1" 35.51
"478" "Female" 66.2 1.58 0.86 499 31.3 2.3 "1" 26.52
"479" "Male" 58.6 1.66 1.21 964 26.8 2.9 "1" 21.27
"480" "Male" 51 1.67 0.97 710 21.3 2.8 "1" 18.29
"481" "Male" 101.5 1.95 0.97 699 27.9 3.1 "1" 26.69
"482" "Male" 114.2 1.87 1.05 959 20.2 3.2 "2" 32.66
"483" "Male" 54.4 1.72 0.91 725 24.8 2.9 "1" 18.39
"484" "Female" 52.4 1.57 1.34 898 28.3 2.2 "2" 21.26
"485" "Male" 85.2 1.81 1.54 1151 13.7 3.5 "3" 26.01
"486" "Male" 83.6 1.74 1.66 1379 11.6 3.5 "3" 27.61
"487" "Male" 115.4 1.92 1.36 1084 28.3 2.2 "2" 31.3
"488" "Male" 71.2 1.97 0.74 615 25.9 3.6 "1" 18.35
"489" "Female" 78.1 1.6 1.1 718 32.9 2.4 "2" 30.51
"490" "Female" 54.2 1.65 1.07 642 34.9 1.9 "2" 19.91
"491" "Female" 77.6 1.76 1.27 920 31.8 2.2 "2" 25.05
"492" "Female" 44.1 1.62 1.41 768 34.8 1.6 "1" 16.8
"493" "Male" 85.5 1.8 1.7 1144 10.1 3.5 "3" 26.39
"494" "Female" 47.8 1.76 1.06 711 28.4 1.5 "2" 15.43
"495" "Male" 102.5 1.94 0.84 730 21.1 2.4 "1" 27.23
"496" "Male" 118 1.9 0.66 412 22.6 3.2 "1" 32.69
"497" "Male" 82.3 1.84 1.29 932 28.4 3.4 "2" 24.31
"498" "Male" 81.6 1.87 1.87 1185 10.2 3.5 "3" 23.33
"499" "Male" 60.2 1.88 1.22 946 25.2 3 "2" 17.03
"500" "Female" 49.2 1.54 1.28 881 30.7 2.1 "2" 20.75
"501" "Female" 46.6 1.5 1.38 1025 30.6 2 "1" 20.71
"502" "Female" 68.7 1.72 1.08 907 29.8 1.7 "2" 23.22
"503" "Female" 60.6 1.55 1.3 780 32.9 1.6 "2" 25.22
"504" "Male" 52.1 1.61 0.87 612 21.3 3.3 "1" 20.1
"505" "Female" 46.6 1.77 0.61 382 28.1 2.6 "1" 14.87
"506" "Male" 65.5 1.74 1.48 1011 26.2 2.8 "2" 21.63
"507" "Female" 44.2 1.57 1.08 753 31.9 2.3 "1" 17.93
"508" "Male" 89.1 1.84 1.44 1133 24 3.6 "2" 26.32
"509" "Male" 65.9 1.62 0.81 731 28.8 2.2 "1" 25.11
"510" "Female" 55.6 1.57 0.97 597 29.2 2.4 "1" 22.56
"511" "Male" 63.7 1.98 1.37 868 24 3 "1" 16.25
"512" "Male" 86.2 1.82 1.96 1725 10.2 3.5 "3" 26.02
"513" "Female" 59.2 1.63 1.85 1304 17.8 2.7 "3" 22.28
"514" "Male" 85.4 1.88 1.98 1492 13.5 3.5 "3" 24.16
"515" "Female" 68.1 1.55 1.41 831 26.1 2.2 "2" 28.35
"516" "Female" 60 1.62 0.85 684 28.1 1.9 "1" 22.86
"517" "Female" 74.8 1.69 1.28 933 32.8 2.3 "2" 26.19
"518" "Male" 90.3 1.65 1.38 1199 23.7 3.4 "2" 33.17
"519" "Male" 86.1 1.65 1.66 1169 11.2 3.5 "3" 31.63
"520" "Male" 73.7 1.66 0.93 639 26.7 2.2 "1" 26.75
"521" "Female" 67.7 1.56 1.42 980 27 2.1 "2" 27.82
"522" "Male" 78.3 1.96 1.29 1066 29 2.2 "1" 20.38
"523" "Female" 48.2 1.65 1.1 913 26.1 2.5 "1" 17.7
"524" "Female" 56.8 1.51 1.37 777 32.1 2.1 "2" 24.91
"525" "Male" 112.4 1.63 1.02 757 25 3.4 "2" 42.3
"526" "Female" 59 1.67 0.9 558 33.7 1.9 "1" 21.16
"527" "Male" 98.4 1.88 0.52 386 21.3 2.2 "1" 27.84
"528" "Male" 66.5 1.6 1.34 796 26.8 2.1 "2" 25.98
"529" "Male" 106.5 1.81 1.29 1107 25.7 2.5 "2" 32.51
"530" "Male" 88.4 1.93 1.68 1314 12.4 3.5 "3" 23.73
"531" "Male" 88.4 1.79 1.74 1321 12.5 3.5 "3" 27.59
"532" "Female" 53.3 1.74 1.37 962 32.2 1.8 "2" 17.6
"533" "Female" 58.1 1.56 0.61 415 34.4 2.2 "1" 23.87
"534" "Female" 74.2 1.76 1.15 834 25.9 1.5 "2" 23.95
"535" "Male" 84.6 1.63 1.01 705 20.2 2.9 "2" 31.84
"536" "Male" 78 1.92 0.72 453 28.1 2.7 "1" 21.16
"537" "Male" 89 1.68 1.77 1332 10.5 3.5 "3" 31.53
"538" "Female" 42.7 1.76 1.46 883 34.9 2.2 "1" 13.78
"539" "Male" 83.9 1.82 1.9 1401 13.1 3.5 "3" 25.33
"540" "Female" 78.7 1.52 1.45 1204 31.5 2.3 "2" 34.06
"541" "Female" 65.9 1.52 1.27 794 27 2.3 "2" 28.52
"542" "Male" 76.9 1.92 1.13 851 22.4 3.7 "2" 20.86
"543" "Male" 84.3 2 1.83 1467 13.3 3.5 "3" 21.07
"544" "Female" 62.4 1.6 1.1 710 34.1 1.7 "2" 24.37
"545" "Male" 63.7 1.74 1.03 810 29.8 2.7 "2" 21.04
"546" "Female" 54.9 1.52 1.48 910 27 2 "1" 23.76
"547" "Male" 76.4 1.79 1.17 1004 21.3 2.7 "2" 23.84
"548" "Male" 106.4 1.86 1.34 907 20.6 3.1 "1" 30.76
"549" "Female" 68.4 1.5 1.37 904 33.7 2.1 "2" 30.4
"550" "Male" 63.5 1.86 1.36 969 22.9 2.9 "2" 18.35
"551" "Female" 59.4 1.5 1.25 825 25 2 "2" 26.4
"552" "Male" 113.4 1.91 1.27 957 22.2 3.7 "1" 31.08
"553" "Female" 61.9 1.52 0.92 592 28.4 2.6 "1" 26.79
"554" "Female" 70.7 1.68 1.17 637 34.9 1.9 "2" 25.05
"555" "Male" 111.5 1.9 1.02 937 25.2 2.2 "1" 30.89
"556" "Female" 72.1 1.66 1.4 958 27 2.5 "1" 26.16
"557" "Male" 56.9 1.87 0.61 463 23.3 3.7 "1" 16.27
"558" "Male" 86.2 1.9 1.91 1345 11.7 3.5 "3" 23.88
"559" "Male" 59.4 1.68 1.16 844 20.2 2.5 "2" 21.05
"560" "Female" 75.6 1.72 0.97 672 26.4 1.9 "1" 25.55
"561" "Female" 76.3 1.73 1.08 768 32 2.6 "1" 25.49
"562" "Male" 95.8 1.86 1.37 972 21.2 3.2 "1" 27.69
"563" "Male" 120.6 1.83 1.04 686 22.3 2.5 "2" 36.01
"564" "Female" 65.3 1.55 1.42 1143 28.5 2.2 "2" 27.18
"565" "Male" 85.3 1.89 0.77 593 27.6 3.6 "1" 23.88
"566" "Male" 68 1.68 0.67 472 25.8 3.4 "1" 24.09
"567" "Female" 52.6 1.57 1.29 1071 31.9 2.4 "1" 21.34
"568" "Male" 63.3 1.77 1.32 876 25.7 3.3 "2" 20.2
"569" "Female" 76.3 1.65 1.14 878 31.8 1.7 "2" 28.03
"570" "Male" 61 1.63 0.54 331 20 3.4 "1" 22.96
"571" "Female" 67.8 1.61 1.34 1072 34.3 1.8 "1" 26.16
"572" "Male" 114.9 1.86 1.36 949 21.1 3.6 "1" 33.21
"573" "Male" 88 1.71 1.87 1646 12 3.5 "3" 30.09
"574" "Female" 67.7 1.58 1.45 927 32.7 1.9 "1" 27.12
"575" "Male" 124.8 1.85 1.35 842 24.4 3.5 "2" 36.46
"576" "Female" 53 1.58 1.26 895 34.5 1.8 "2" 21.23
"577" "Male" 61.2 1.88 1.03 831 24.7 2.9 "1" 17.32
"578" "Female" 48.7 1.68 1.23 886 33.7 1.6 "1" 17.25
"579" "Female" 50.6 1.7 1.29 848 33.1 2.3 "1" 17.51
"580" "Female" 72.6 1.73 1.27 1016 34.8 2.5 "2" 24.26
"581" "Female" 70.4 1.56 1.03 644 34.3 2.4 "2" 28.93
"582" "Male" 52.5 1.88 1.08 818 29 2.9 "2" 14.85
"583" "Male" 76.3 1.77 1.36 957 27.3 2.1 "2" 24.35
"584" "Female" 41.2 1.58 1.47 1111 28.7 2.6 "1" 16.5
"585" "Female" 55.3 1.76 1.56 1186 15.5 2.7 "3" 17.85
"586" "Female" 49.7 1.67 1.38 776 31.9 2.3 "2" 17.82
"587" "Male" 48.3 1.87 0.68 525 29.8 3.3 "1" 13.81
"588" "Male" 83.2 1.96 1.83 1510 13.6 3.5 "3" 21.66
"589" "Male" 120.5 1.73 1.01 850 29.3 3.4 "2" 40.26
"590" "Male" 121.6 2 1.24 1091 28 3.3 "2" 30.4
"591" "Female" 73 1.75 1.14 759 26.6 2 "2" 23.84
"592" "Female" 57.5 1.67 1.76 1053 16.2 2.7 "3" 20.62
"593" "Female" 42.7 1.53 1.41 983 28.4 2.4 "2" 18.24
"594" "Male" 129.9 1.73 0.69 529 21.7 3.1 "1" 43.4
"595" "Male" 108.6 1.92 0.89 656 25.8 3.5 "1" 29.46
"596" "Male" 88.6 2 1.83 1150 14.9 3.5 "3" 22.15
"597" "Female" 49.7 1.51 1.25 906 32.6 2.5 "1" 21.8
"598" "Female" 56.4 1.54 1.06 822 29.2 1.5 "1" 23.78
"599" "Male" 46.9 1.74 1.03 946 20 2.6 "2" 15.49
"600" "Female" 71.3 1.67 1.46 1022 28.1 1.5 "2" 25.57
"601" "Male" 71.6 1.86 1.14 830 25.3 2.2 "2" 20.7
"602" "Male" 82.3 1.61 1.87 1139 11.6 3.5 "3" 31.75
"603" "Female" 70.6 1.69 1.36 826 26.1 2.2 "1" 24.72
"604" "Male" 109.8 1.62 0.84 651 24.4 3.5 "1" 41.84
"605" "Female" 73.5 1.69 0.54 354 27.5 1.6 "1" 25.73
"606" "Male" 85.6 1.85 1.78 1322 14.5 3.5 "3" 25.01
"607" "Female" 74.6 1.68 1.03 737 26 2 "2" 26.43
"608" "Female" 63.2 1.8 0.59 463 25.5 2.6 "1" 19.51
"609" "Female" 62.6 1.63 1.67 1344 15 2.7 "3" 23.56
"610" "Male" 87.1 1.76 1.81 1398 11.6 3.5 "3" 28.12
"611" "Male" 82.3 1.84 1.73 1408 13.3 3.5 "3" 24.31
"612" "Female" 64.3 1.78 1.71 1171 18.7 2.7 "3" 20.29
"613" "Female" 53.7 1.66 1.25 806 29.5 2.5 "1" 19.49
"614" "Male" 63 2 1.42 1257 26.8 2.9 "2" 15.75
"615" "Male" 128.4 1.86 1.06 921 23.6 3.3 "2" 37.11
"616" "Male" 88 1.89 1.75 1319 13.3 3.5 "3" 24.64
"617" "Female" 63.7 1.52 1.19 714 25.4 2.1 "2" 27.57
"618" "Male" 83.7 1.87 1.29 1009 23.9 2.3 "2" 23.94
"619" "Male" 102.6 1.75 1.4 1078 27.9 2.2 "2" 33.5
"620" "Female" 77.7 1.55 0.55 330 33 1.7 "1" 32.34
"621" "Male" 87.5 1.88 1.19 789 27.2 2.6 "2" 24.76
"622" "Male" 87 1.86 1.52 1028 11 3.5 "3" 25.15
"623" "Male" 82.8 1.66 1.97 1355 11.2 3.5 "3" 30.05
"624" "Female" 65.4 1.68 0.76 441 35 2.6 "1" 23.17
"625" "Female" 47.2 1.71 0.89 632 26 2.5 "1" 16.14
"626" "Female" 58.2 1.7 0.95 684 26.8 2 "1" 20.14
"627" "Female" 73.5 1.55 1.17 806 26.3 2.1 "2" 30.59
"628" "Female" 55.2 1.73 1.67 1240 16.6 2.7 "3" 18.44
"629" "Female" 64.4 1.71 1.12 935 27.1 1.8 "1" 22.02
"630" "Female" 73.5 1.74 1.18 807 30 2.3 "2" 24.28
"631" "Male" 89.6 1.81 1.7 1287 12.4 3.5 "3" 27.35
"632" "Male" 86.5 1.76 1.48 1158 29 3.4 "2" 27.92
"633" "Female" 46.1 1.67 1.28 743 25.3 1.8 "2" 16.53
"634" "Male" 68.5 1.97 1.3 894 23.2 2.1 "2" 17.65
"635" "Male" 94.6 1.84 1.26 748 26 3.1 "2" 27.94
"636" "Female" 54.2 1.52 1.13 746 31 2.2 "1" 23.46
"637" "Male" 47.7 1.77 1.15 759 24.8 2.7 "2" 15.23
"638" "Male" 52.2 1.84 1.38 847 28.2 3.1 "2" 15.42
"639" "Male" 88.8 1.95 1.58 1173 10.3 3.5 "3" 23.35
"640" "Male" 101 1.68 1.46 1076 28.2 2.9 "2" 35.79
"641" "Male" 118.4 1.95 1.06 881 24.9 2.4 "2" 31.14
"642" "Female" 47.9 1.72 1.41 933 26.3 2 "1" 16.19
"643" "Female" 51.5 1.74 1.08 810 33.9 2 "2" 17.01
"644" "Female" 79.9 1.51 0.75 479 31.5 2.6 "1" 35.04
"645" "Male" 121.3 1.85 0.72 661 21.6 3.6 "1" 35.44
"646" "Female" 78.9 1.64 1.28 1050 25.3 2.6 "2" 29.34
"647" "Male" 88.5 1.62 1.88 1675 10.7 3.5 "3" 33.72
"648" "Male" 73.5 1.63 0.52 350 26.1 3.2 "1" 27.66
"649" "Male" 127.9 1.93 1.27 1173 21.8 3 "2" 34.34
"650" "Male" 88.5 1.98 1.8 1515 11.1 3.5 "3" 22.57
"651" "Female" 43.4 1.62 0.51 303 25.3 2.3 "1" 16.54
"652" "Female" 42.8 1.56 1.47 978 32.2 2.6 "2" 17.59
"653" "Male" 64.5 1.79 1.17 753 28.1 2.4 "2" 20.13
"654" "Female" 50.7 1.53 1.29 948 33 2.1 "2" 21.66
"655" "Male" 59.2 1.66 1.3 1151 21.3 3.2 "1" 21.48
"656" "Female" 78.9 1.73 1.38 938 34 2.3 "1" 26.36
"657" "Female" 78.7 1.63 1.1 847 31.7 1.8 "2" 29.62
"658" "Male" 68.7 1.92 1.31 1081 29 3 "2" 18.64
"659" "Female" 53.1 1.59 0.82 502 29.5 2.5 "1" 21
"660" "Male" 64.8 1.65 1.1 904 24.4 2.8 "2" 23.8
"661" "Female" 50.3 1.61 1.17 749 32.8 2.5 "1" 19.41
"662" "Male" 102.3 1.63 1.34 856 20.9 2.6 "2" 38.5
"663" "Male" 62.9 1.92 1.13 789 25.2 3.6 "1" 17.06
"664" "Female" 56.5 1.6 1.88 1184 19.2 2.7 "3" 22.07
"665" "Female" 74.6 1.55 0.71 422 33.3 2.1 "1" 31.05
"666" "Male" 52 1.79 1.12 937 29.6 3 "1" 16.23
"667" "Female" 52.1 1.67 1.5 837 32 1.5 "1" 18.68
"668" "Female" 72.2 1.54 0.97 606 27.1 1.7 "1" 30.44
"669" "Male" 85.8 1.8 1.72 1410 10.1 3.5 "3" 26.48
"670" "Male" 81.4 1.85 1.6 1320 12.4 3.5 "3" 23.78
"671" "Female" 50.9 1.65 1.45 887 30.1 2.3 "1" 18.7
"672" "Male" 52 1.78 1.38 987 22.4 2.7 "2" 16.41
"673" "Male" 71 1.93 1.42 1086 21.2 2.9 "2" 19.06
"674" "Male" 80.6 1.77 1.51 1248 12.9 3.5 "3" 25.73
"675" "Female" 58.3 1.72 1 640 32.6 1.6 "2" 19.71
"676" "Female" 63 1.7 1.32 719 34.9 2.5 "1" 21.8
"677" "Male" 111 1.94 1.02 875 27.6 3.3 "2" 29.49
"678" "Female" 52.6 1.66 1.27 762 32.9 1.7 "2" 19.09
"679" "Male" 116.4 2 1.13 688 26.2 3.1 "1" 29.1
"680" "Female" 75.6 1.61 1.41 983 34.9 2.5 "2" 29.17
"681" "Male" 61.6 1.8 1.48 1172 26.4 3.1 "1" 19.01
"682" "Male" 108 1.8 1.38 926 28.6 2.5 "2" 33.33
"683" "Female" 59.3 1.75 0.99 634 34.5 2.3 "1" 19.36
"684" "Male" 75.7 1.94 1.18 915 29.3 2.4 "2" 20.11
"685" "Female" 56.3 1.6 1.21 859 28.8 1.9 "2" 21.99
"686" "Female" 58.2 1.73 1.17 766 25.8 1.8 "2" 19.45
"687" "Male" 55.7 1.68 1.13 802 21.7 2.9 "1" 19.73
"688" "Male" 125.9 1.67 1.46 1229 20.6 2.2 "2" 45.14
"689" "Female" 62.7 1.67 1.02 826 26.1 2.6 "2" 22.48
"690" "Male" 86.6 1.86 1.37 972 21.8 2.6 "2" 25.03
"691" "Male" 64.5 1.82 1.2 983 23.4 2.4 "2" 19.47
"692" "Male" 76.6 1.86 1.14 796 25.4 2.8 "2" 22.14
"693" "Male" 81.4 1.83 1.98 1225 13.6 3.5 "3" 24.31
"694" "Male" 60.7 1.71 1.14 954 22.1 2.5 "1" 20.76
"695" "Female" 57.2 1.55 1.67 909 18.4 2.7 "3" 23.81
"696" "Female" 73 1.59 1.19 798 32 2.1 "2" 28.88
"697" "Male" 123.8 1.99 1.13 752 25.6 2.6 "1" 31.26
"698" "Male" 93.6 1.66 1.37 1024 29 2.2 "1" 33.97
"699" "Male" 76.8 1.92 1.24 988 21.1 2.5 "1" 20.83
"700" "Female" 54.7 1.53 1.11 674 26.8 2 "2" 23.37
"701" "Male" 92.3 1.94 1.14 821 24.3 2.1 "2" 24.52
"702" "Female" 71.8 1.55 1.2 720 26.3 2.4 "2" 29.89
"703" "Female" 66.9 1.57 1.07 679 30.7 2.2 "2" 27.14
"704" "Female" 48.7 1.76 1.37 1144 29 2.2 "2" 15.72
"705" "Male" 66.2 1.71 1.42 1188 22.8 2.9 "1" 22.64
"706" "Female" 40 1.76 0.8 475 26.7 2.2 "1" 12.91
"707" "Male" 112.4 1.85 1.18 870 23.4 3.6 "2" 32.84
"708" "Female" 70 1.55 0.85 693 31.1 1.5 "1" 29.14
"709" "Male" 84 1.74 1.45 1013 25.8 2.1 "1" 27.74
"710" "Female" 43.8 1.65 1.29 749 26.6 1.7 "2" 16.09
"711" "Male" 123.3 1.62 1.34 1216 21.2 2.3 "2" 46.98
"712" "Female" 57.9 1.56 1.8 1116 15.1 2.7 "3" 23.79
"713" "Male" 82.4 1.96 1.9 1766 10.1 3.5 "3" 21.45
"714" "Male" 84.8 1.79 1.35 1025 28.8 2.3 "2" 26.47
"715" "Male" 109.6 1.66 1.29 1060 20.5 3.1 "2" 39.77
"716" "Male" 86.4 1.77 1 777 27.3 2.8 "2" 27.58
"717" "Female" 63.9 1.8 1.07 626 33.7 2.7 "2" 19.72
"718" "Female" 70.8 1.62 0.54 394 26 1.8 "1" 26.98
"719" "Male" 115.3 1.67 1.38 950 24.4 2.5 "2" 41.34
"720" "Female" 55.3 1.56 1.71 1188 19.8 2.7 "3" 22.72
"721" "Male" 73.9 1.8 1.36 942 28.3 3.7 "1" 22.81
"722" "Male" 97.3 1.96 1.36 1025 24.9 3.4 "2" 25.33
"723" "Female" 60.4 1.65 1.27 966 32.6 2.1 "2" 22.19
"724" "Male" 49.3 1.61 1.36 868 28.3 2.9 "1" 19.02
"725" "Male" 91.8 1.78 1.44 1091 23.5 3.4 "1" 28.97
"726" "Female" 73.6 1.55 0.89 581 33.9 2.1 "1" 30.63
"727" "Male" 47.1 1.78 1.26 929 24.7 2.4 "1" 14.87
"728" "Male" 65.2 1.62 0.58 408 25.3 3.4 "1" 24.84
"729" "Male" 87.2 1.64 2 1634 15 3.5 "3" 32.42
"730" "Male" 96.7 1.71 0.57 423 28.4 2.9 "1" 33.07
"731" "Female" 46.9 1.61 1.02 821 28.6 1.7 "2" 18.09
"732" "Female" 72.1 1.62 1.38 849 25.1 2.1 "1" 27.47
"733" "Female" 62.5 1.54 1.61 906 18.1 2.7 "3" 26.35
"734" "Male" 110.7 1.69 1.06 775 27 2.7 "1" 38.76
"735" "Male" 102.6 1.83 1.41 954 26.5 3.5 "2" 30.64
"736" "Female" 64.3 1.62 1.76 1276 19.8 2.7 "3" 24.5
"737" "Male" 80.7 1.61 1.75 1598 14.3 3.5 "3" 31.13
"738" "Male" 115.3 1.81 1.36 1249 24.5 2.2 "1" 35.19
